evolution_chain_id,root_national_no,family,root_name,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,tohoku_map_code,tohoku_location,tohoku_method,tohoku_level,tohoku_rate,tohoku_condition,kanto_map_code,kanto_location,kanto_method,kanto_level,kanto_rate,kanto_condition,dual_region_role,table_policy,implementation_priority
478,906,ニャオハ → ニャローテ → マスカーニャ,ニャオハ,9,くさ／あく,御三家,なし,ニャオハ・ニャローテ・マスカーニャ,地方研究タマゴ追加,T_LAB,ハクジタウン・ヒイラギ研究所,地域別研究依頼の報酬タマゴ,Lv.5,研究チケット1枚／系統選択・反復可,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,K47,マサラタウン・オーキド研究所,オーキド研究所の生態交換タマゴ,Lv.5,カントー認定章2個ごとに1系統、最終的に全系統反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,通常野生表には入れない,P2
479,909,ホゲータ → アチゲータ → ラウドボーン,ホゲータ,9,ゴースト／ほのお,御三家,なし,ホゲータ・アチゲータ・ラウドボーン,地方研究タマゴ追加,T_LAB,ハクジタウン・ヒイラギ研究所,地域別研究依頼の報酬タマゴ,Lv.5,研究チケット1枚／系統選択・反復可,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,K47,マサラタウン・オーキド研究所,オーキド研究所の生態交換タマゴ,Lv.5,カントー認定章2個ごとに1系統、最終的に全系統反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,通常野生表には入れない,P2
480,912,クワッス → ウェルカモ → ウェーニバル,クワッス,9,かくとう／みず,御三家,なし,クワッス・ウェルカモ・ウェーニバル,地方研究タマゴ追加,T_LAB,ハクジタウン・ヒイラギ研究所,地域別研究依頼の報酬タマゴ,Lv.5,研究チケット1枚／系統選択・反復可,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,K47,マサラタウン・オーキド研究所,オーキド研究所の生態交換タマゴ,Lv.5,カントー認定章2個ごとに1系統、最終的に全系統反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,通常野生表には入れない,P2
481,915,グルトン → パフュートン,グルトン,9,ノーマル,通常生態,なし,グルトン・パフュートン,外来生態レイヤーへ追加,T501,501ばんどうろ／すいどう,大量発生,Lv.2～5,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K01,1ばんどうろ,大量発生,Lv.68～72,通常0%／発生中20～35%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
482,917,タマンチュラ → ワナイダー,タマンチュラ,9,むし,通常生態,なし,タマンチュラ・ワナイダー,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
483,919,マメバッタ → エクスレッグ,マメバッタ,9,むし／あく,通常生態,なし,マメバッタ・エクスレッグ,外来生態レイヤーへ追加,T503,503ばんどうろ／すいどう,夜間オーバーレイ,Lv.5～9,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K03,3ばんどうろ,夜間オーバーレイ,Lv.71～75,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
484,921,パモ → パモット → パーモット,パモ,9,かくとう／でんき,通常生態,なし,パモ・パモット・パーモット,外来生態レイヤーへ追加,T501,501ばんどうろ／すいどう,草むらオーバーレイ,Lv.2～5,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K01,1ばんどうろ,草むらオーバーレイ,Lv.68～72,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
485,924,ワッカネズミ → イッカネズミ,ワッカネズミ,9,ノーマル,通常生態,なし,ワッカネズミ・イッカネズミ,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,草むらオーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K05,5ばんどうろ,草むらオーバーレイ,Lv.74～79,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
486,926,パピモッチ → バウッツェル,パピモッチ,9,フェアリー,通常生態,なし,パピモッチ・バウッツェル,外来生態レイヤーへ追加,T504,504ばんどうろ／すいどう,大量発生,Lv.9～13,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K05,5ばんどうろ,草むらオーバーレイ,Lv.74～79,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
487,928,ミニーブ → オリーニョ → オリーヴァ,ミニーブ,9,ノーマル／くさ,通常生態,なし,ミニーブ・オリーニョ・オリーヴァ,外来生態レイヤーへ追加,T504,504ばんどうろ／すいどう,大量発生,Lv.9～13,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K33,タマムシ温室,ずつき／朝昼オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
488,931,イキリンコ,イキリンコ,9,ノーマル／ひこう,通常生態,なし,イキリンコ,外来生態レイヤーへ追加,T517,517ばんどうろ／すいどう,草むらオーバーレイ,Lv.38～45,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K11,11ばんどうろ,草むらオーバーレイ,Lv.76～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
489,932,コジオ → ジオヅム → キョジオーン,コジオ,9,いわ,通常生態,なし,コジオ・ジオヅム・キョジオーン,外来生態レイヤーへ追加,T024,ちえのどうくつ,いわくだき／DexNav,Lv.6～9／殿堂入り後Lv.44～48,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K27,おつきみやま,いわくだき／DexNav,Lv.73～80,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
490,935,カルボウ → グレンアルマ → ソウブレイズ,カルボウ,9,ゴースト／ほのお／エスパー,通常生態,なし,カルボウ・グレンアルマ・ソウブレイズ,外来生態レイヤーへ追加,T028,ひのしま,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K39,ポケモンやしき,夜間オーバーレイ,Lv.91～98,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
491,938,ズピカ → ハラバリー,ズピカ,9,でんき,通常生態,なし,ズピカ・ハラバリー,外来生態レイヤーへ追加,T508,508ばんどうろ／すいどう,草むらオーバーレイ,Lv.19～25,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K40,むじんはつでんしょ,洞窟・屋内オーバーレイ,Lv.82～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
492,940,カイデン → タイカイデン,カイデン,9,ひこう／でんき,通常生態,なし,カイデン・タイカイデン,外来生態レイヤーへ追加,T507,507ばんどうろ／すいどう,草むらオーバーレイ,Lv.17～23,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K11,11ばんどうろ,草むらオーバーレイ,Lv.76～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
493,942,オラチフ → マフィティフ,オラチフ,9,あく,通常生態,なし,オラチフ・マフィティフ,外来生態レイヤーへ追加,T515,515ばんどうろ／すいどう,夜間オーバーレイ,Lv.33～40,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K08,8ばんどうろ,夜間オーバーレイ,Lv.79～84,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
