national_no,name,identifier,generation,types,evolution_chain_id,family_category,is_legendary,is_mythical,vega_status,integration_action,earliest_gate,primary_area,acquisition_method,encounter_rate_or_limit,conditions,dex_policy,id_policy
917,タマンチュラ,tarountula,9,むし,482,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ7～8個,503ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0917（新規16bit ID）
918,ワナイダー,spidops,9,むし,482,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ7～8個,503ばんどうろ,進化,―,レベルアップ＋Lv.15以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0918（新規16bit ID）
919,マメバッタ,nymble,9,むし,483,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,ダークタワー,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0919（新規16bit ID）
920,エクスレッグ,lokix,9,むし／あく,483,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ5～6個,ダークタワー,進化,―,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0920（新規16bit ID）
921,パモ,pawmi,9,でんき,484,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ3～4個,510～513ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0921（新規16bit ID）
922,パモット,pawmo,9,でんき／かくとう,484,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,510～513ばんどうろ,進化,―,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0922（新規16bit ID）
923,パーモット,pawmot,9,でんき／かくとう,484,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,510～513ばんどうろ,進化,―,連れ歩き1000歩を保存カウンタで判定。未対応時は「ほこうのあかし」を使用。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0923（新規16bit ID）
924,ワッカネズミ,tandemaus,9,ノーマル,485,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,サファリゾーン中央,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0924（新規16bit ID）
925,イッカネズミ,maushold,9,ノーマル,485,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン中央,進化,―,その他＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0925（新規16bit ID）
926,パピモッチ,fidough,9,フェアリー,486,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ニューアイランド,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0926（新規16bit ID）
927,バウッツェル,dachsbun,9,フェアリー,486,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ニューアイランド,進化,―,レベルアップ＋Lv.26以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0927（新規16bit ID）
928,ミニーブ,smoliv,9,くさ／ノーマル,487,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,サファリゾーン東,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0928（新規16bit ID）
929,オリーニョ,dolliv,9,くさ／ノーマル,487,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン東,進化,―,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0929（新規16bit ID）
930,オリーヴァ,arboliva,9,くさ／ノーマル,487,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン東,進化,―,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0930（新規16bit ID）
931,イキリンコ,squawkabilly,9,ノーマル／ひこう,488,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,521～523ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0931（新規16bit ID）
932,コジオ,nacli,9,いわ,489,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,チャンピオンロード,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0932（新規16bit ID）
933,ジオヅム,naclstack,9,いわ,489,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,チャンピオンロード,進化,―,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0933（新規16bit ID）
934,キョジオーン,garganacl,9,いわ,489,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,チャンピオンロード,進化,―,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0934（新規16bit ID）
935,カルボウ,charcadet,9,ほのお,490,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,スフィアいせき,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0935（新規16bit ID）
936,グレンアルマ,armarouge,9,ほのお／エスパー,490,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,スフィアいせき,進化,―,道具使用＋イワイノヨロイを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0936（新規16bit ID）
937,ソウブレイズ,ceruledge,9,ほのお／ゴースト,490,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,スフィアいせき,進化,―,道具使用＋ノロイノヨロイを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0937（新規16bit ID）
938,ズピカ,tadbulb,9,でんき,491,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ7～8個,サファリゾーン中央,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0938（新規16bit ID）
939,ハラバリー,bellibolt,9,でんき,491,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ7～8個,サファリゾーン中央,進化,―,道具使用＋かみなりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0939（新規16bit ID）
940,カイデン,wattrel,9,でんき／ひこう,492,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,かみなりのしま,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0940（新規16bit ID）
941,タイカイデン,kilowattrel,9,でんき／ひこう,492,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,かみなりのしま,進化,―,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0941（新規16bit ID）
942,オラチフ,maschiff,9,あく,493,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ7～8個,ダークタワー,夜間オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0942（新規16bit ID）
943,マフィティフ,mabosstiff,9,あく,493,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ7～8個,ダークタワー,進化,―,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0943（新規16bit ID）
944,シルシュルー,shroodle,9,どく／ノーマル,494,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,502ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0944（新規16bit ID）
945,タギングル,grafaiai,9,どく／ノーマル,494,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,502ばんどうろ,進化,―,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0945（新規16bit ID）
946,アノクサ,bramblin,9,くさ／ゴースト,495,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,こころのやかた,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0946（新規16bit ID）
