evolution_chain_id,root_national_no,family,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,earliest_gate,primary_area,primary_method,suggested_rate,condition_design,table_policy,implementation_priority
490,935,カルボウ → グレンアルマ → ソウブレイズ,9,ゴースト／ほのお／エスパー,通常生態,なし,カルボウ・グレンアルマ・ソウブレイズ,外来生態レイヤーへ追加,殿堂入り後,スフィアいせき,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
491,938,ズピカ → ハラバリー,9,でんき,通常生態,なし,ズピカ・ハラバリー,外来生態レイヤーへ追加,バッジ7～8個,サファリゾーン中央,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
492,940,カイデン → タイカイデン,9,ひこう／でんき,通常生態,なし,カイデン・タイカイデン,外来生態レイヤーへ追加,殿堂入り後,かみなりのしま,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
493,942,オラチフ → マフィティフ,9,あく,通常生態,なし,オラチフ・マフィティフ,外来生態レイヤーへ追加,バッジ7～8個,ダークタワー,夜間オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
494,944,シルシュルー → タギングル,9,ノーマル／どく,通常生態,なし,シルシュルー・タギングル,外来生態レイヤーへ追加,殿堂入り後,502ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
495,946,アノクサ → アノホラグサ,9,ゴースト／くさ,通常生態,なし,アノクサ・アノホラグサ,外来生態レイヤーへ追加,バッジ5～6個,こころのやかた,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
496,948,ノノクラゲ → リククラゲ,9,じめん／くさ,通常生態,なし,ノノクラゲ・リククラゲ,外来生態レイヤーへ追加,殿堂入り後,全国生態保護区（サファリ増設区画）,生態保護区ローテーション,対象日10～20%（チケットで固定可）,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
497,950,ガケガニ,9,いわ,通常生態,なし,ガケガニ,外来生態レイヤーへ追加,殿堂入り後,ちえのどうくつ,いわくだき,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
498,951,カプサイジ → スコヴィラン,9,ほのお／くさ,通常生態,なし,カプサイジ・スコヴィラン,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン西,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
499,953,シガロコ → ベラカス,9,むし／エスパー,通常生態,なし,シガロコ・ベラカス,外来生態レイヤーへ追加,殿堂入り後,ポケモンじょう,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
500,955,ヒラヒナ → クエスパトラ,9,エスパー,通常生態,なし,ヒラヒナ・クエスパトラ,外来生態レイヤーへ追加,殿堂入り後,ポケモンじょう,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
501,957,カヌチャン → ナカヌチャン → デカヌチャン,9,はがね／フェアリー,通常生態,なし,カヌチャン・ナカヌチャン・デカヌチャン,外来生態レイヤーへ追加,バッジ7～8個,ときのようかん,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
502,960,ウミディグダ → ウミトリオ,9,みず,通常生態,なし,ウミディグダ・ウミトリオ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン北,水上,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
503,962,オトシドリ,9,ひこう／あく,通常生態,なし,オトシドリ,外来生態レイヤーへ追加,殿堂入り後,ダークタワー,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
504,963,ナミイルカ → イルカマン,9,みず,通常生態,なし,ナミイルカ・イルカマン,外来生態レイヤーへ追加,殿堂入り後,507～509ばんどうろ・水道,水上,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
505,965,ブロロン → ブロロローム,9,どく／はがね,通常生態,なし,ブロロン・ブロロローム,外来生態レイヤーへ追加,バッジ3～4個,503ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
506,967,モトトカゲ,9,ノーマル／ドラゴン,通常生態,なし,モトトカゲ,外来生態レイヤーへ追加,バッジ1～2個,504～506ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
507,968,ミミズズ,9,はがね,通常生態,なし,ミミズズ,外来生態レイヤーへ追加,殿堂入り後,514～516ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
508,969,キラーメ → キラフロル,9,どく／いわ,通常生態,なし,キラーメ・キラフロル,外来生態レイヤーへ追加,バッジ3～4個,かいていトンネル,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
509,971,ボチ → ハカドッグ,9,ゴースト,通常生態,なし,ボチ・ハカドッグ,外来生態レイヤーへ追加,バッジ7～8個,こころのやかた,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
510,973,カラミンゴ,9,かくとう／ひこう,通常生態,なし,カラミンゴ,外来生態レイヤーへ追加,殿堂入り後,521～523ばんどうろ,草むらオーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
511,974,アルクジラ → ハルクジラ,9,こおり,通常生態,なし,アルクジラ・ハルクジラ,外来生態レイヤーへ追加,バッジ3～4個,こおりのしま,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
512,976,ミガルーサ,9,みず／エスパー,通常生態,なし,ミガルーサ,外来生態レイヤーへ追加,殿堂入り後,507～509ばんどうろ・水道,釣り,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
